,target_lat,target_lon,YMDH,orbit,target_id,target_name
935,  43.260, -79.811,2020-02-10T16,04378,fossil0192,fossil_Dofasco_powerplant
936,  51.268,  19.331,2020-02-19T09,04513,fossil0193,fossil_Belchatow_powerplant
937,  37.057, 126.511,2020-08-12T08,07222,fossil0194,fossil_Dangjin_Yonghungdo_Taean_powerplants
938,  36.844, 126.815,2022-10-11T07,19456,fossil0194,fossil_Dangjin_Yonghungdo_Taean_powerplants
939,  20.663,  39.555,2020-03-25T13,05057,fossil0195,fossil_Shaiba_powerplant
940,  20.673,  39.775,2022-02-18T11,15818,fossil0195,fossil_Shaiba_powerplant
941,  20.884,  39.744,2022-05-20T14,17229,fossil0195,fossil_Shaiba_powerplant
942,  20.673,  39.775,2022-08-13T14,18546,fossil0195,fossil_Shaiba_powerplant
943,  20.884,  39.744,2023-05-18T14,22853,fossil0195,fossil_Shaiba_powerplant
944,  25.844,  50.126,2020-02-19T11,04514,fossil0196,fossil_AlQurayyah_powerplant
945,  25.854,  49.916,2022-07-09T03,17997,fossil0196,fossil_AlQurayyah_powerplant
946, -26.033,  29.611,2020-03-26T10,05071,fossil0197,fossil_Arnot_Duvha_Hendrina_powerplants
947, -25.878,  29.175,2020-04-28T12,05583,fossil0198,fossil_Duvha_Kendal_Kriel_Matla_powerplants
948,  24.097,  82.674,2020-02-20T09,04528,fossil0199,fossil_Vindhyachal_Sasan_Singrauli_Rihand_powerplants
949,  32.686, 116.901,2020-03-28T07,05100,fossil0200,fossil_Pingwei_Tianji_Bengbu_Fengtai_Luohe_powerplants
950, -38.264, 146.395,2020-07-12T00,06737,fossil0201,fossil_Hazelwood_Yallourn_Loy_Yang_powerplants
951, -23.511, 150.318,2020-01-31T00,04213,fossil0202,fossil_Stanwell_powerplant
952,  37.739,-122.185,2020-06-13T17,06299,fossil0203,fossil_San_Francisco_USA
953,  39.178, -76.527,2021-02-07T16,09999,fossil0204,fossil_Wagner_powerplant
954,  39.210, -77.464,2021-02-11T21,10064,fossil0205,fossil_Dickerson_powerplant
955,  41.495, -88.124,2021-02-08T16,10015,fossil0206,fossil_Joliet_powerplant
956,  43.359, -78.605,2021-02-05T17,09969,fossil0207,fossil_Somerset_Operating_powerplant
957,  41.633, -88.063,2021-02-14T20,10110,fossil0208,fossil_Will_County_powerplant
958,  34.253, -85.346,2021-03-26T21,10730,fossil0209,fossil_Hammond_powerplant
959,  41.505, -82.055,2021-02-13T14,10091,fossil0210,fossil_Avon_Lake_powerplant
960,  40.881,-117.152,2021-02-13T22,10096,fossil0211,fossil_North_Valmy_powerplant
961,  38.402, -90.336,2021-02-05T17,09969,fossil0212,fossil_Meramec_powerplant
962,  35.190, -81.012,2021-04-14T21,11024,fossil0213,fossil_GG_Allen_powerplant
963,  40.195, 111.359,2021-02-06T04,09976,fossil0214,fossil_Datang_Tuoketuo_powerplant
964,  31.354, 121.600,2021-02-27T02,10300,fossil0215,fossil_Waigaoqiao_powerplant
965,  31.476, 121.461,2022-02-22T04,15875,fossil0215,fossil_Waigaoqiao_powerplant
966,  50.993,   6.669,2021-02-15T10,10119,fossil0217,fossil_Niederaussem_powerplant
967,  22.816,  69.528,2021-02-07T05,09992,fossil0218,fossil_Mundra_Umpp_powerplant
968,  23.017,  69.708,2021-11-24T10,14485,fossil0218,fossil_Mundra_Umpp_powerplant
969,  23.022,  69.439,2021-12-16T11,14826,fossil0218,fossil_Mundra_Umpp_powerplant
970,  23.017,  69.708,2022-02-02T06,15567,fossil0218,fossil_Mundra_Umpp_powerplant
971,  23.022,  69.439,2022-03-07T03,16076,fossil0218,fossil_Mundra_Umpp_powerplant
972,  23.017,  69.708,2022-03-24T11,16344,fossil0218,fossil_Mundra_Umpp_powerplant
973,  23.022,  69.439,2022-04-18T10,16731,fossil0218,fossil_Mundra_Umpp_powerplant
974,  23.017,  69.708,2022-06-05T06,17472,fossil0218,fossil_Mundra_Umpp_powerplant
975,  23.022,  69.439,2022-06-30T05,17859,fossil0218,fossil_Mundra_Umpp_powerplant
976,  23.017,  69.708,2022-07-21T11,18188,fossil0218,fossil_Mundra_Umpp_powerplant
977,  23.022,  69.439,2022-08-22T08,18682,fossil0218,fossil_Mundra_Umpp_powerplant
978,  23.017,  69.708,2022-09-23T10,19179,fossil0218,fossil_Mundra_Umpp_powerplant
979,  23.022,  69.439,2022-10-14T11,19505,fossil0218,fossil_Mundra_Umpp_powerplant
980,  23.017,  69.708,2022-12-05T05,20307,fossil0218,fossil_Mundra_Umpp_powerplant
981,  23.022,  69.439,2022-12-22T08,20572,fossil0218,fossil_Mundra_Umpp_powerplant
982,  23.017,  69.708,2023-02-04T05,21252,fossil0218,fossil_Mundra_Umpp_powerplant
983,  23.022,  69.439,2023-03-01T05,21639,fossil0218,fossil_Mundra_Umpp_powerplant
984,  23.017,  69.708,2023-03-22T11,21968,fossil0218,fossil_Mundra_Umpp_powerplant
985,  23.022,  69.439,2023-04-24T07,22477,fossil0218,fossil_Mundra_Umpp_powerplant
986,  23.017,  69.708,2023-05-26T09,22974,fossil0218,fossil_Mundra_Umpp_powerplant
987,  24.027,  82.792,2021-02-05T05,09961,fossil0219,fossil_Rihand_powerplant
988,  23.978,  82.628,2021-02-15T10,10119,fossil0220,fossil_Sasan_powerplant
989,  -7.718, 113.583,2021-05-07T02,11368,fossil0221,fossil_PLTU_Paiton_powerplant
990,  -7.963, 113.760,2021-10-25T06,14018,fossil0221,fossil_PLTU_Paiton_powerplant
991,  -7.908, 113.445,2021-11-19T07,14406,fossil0221,fossil_PLTU_Paiton_powerplant
992,  -7.963, 113.760,2022-01-04T02,15115,fossil0221,fossil_PLTU_Paiton_powerplant
993,  -7.908, 113.445,2022-01-17T08,15320,fossil0221,fossil_PLTU_Paiton_powerplant
994,  -7.963, 113.760,2022-02-19T08,15831,fossil0221,fossil_PLTU_Paiton_powerplant
995,  -7.908, 113.445,2022-04-08T00,16570,fossil0221,fossil_PLTU_Paiton_powerplant
996,  -7.963, 113.760,2022-04-18T09,16730,fossil0221,fossil_PLTU_Paiton_powerplant
997,  -7.908, 113.445,2022-05-20T07,17225,fossil0221,fossil_PLTU_Paiton_powerplant
998,  -7.963, 113.760,2022-06-18T09,17675,fossil0221,fossil_PLTU_Paiton_powerplant
999,  -7.908, 113.445,2022-07-20T07,18170,fossil0221,fossil_PLTU_Paiton_powerplant
1000,  -7.963, 113.760,2022-08-18T08,18620,fossil0221,fossil_PLTU_Paiton_powerplant
1001,  -7.908, 113.445,2022-09-15T09,19054,fossil0221,fossil_PLTU_Paiton_powerplant
1002,  -7.963, 113.760,2022-11-09T23,19916,fossil0221,fossil_PLTU_Paiton_powerplant
1003,  -7.908, 113.445,2022-11-19T07,20060,fossil0221,fossil_PLTU_Paiton_powerplant
1004,  -7.963, 113.760,2023-04-20T07,22415,fossil0221,fossil_PLTU_Paiton_powerplant
1005,  -7.908, 113.445,2023-05-18T08,22849,fossil0221,fossil_PLTU_Paiton_powerplant
1006,  34.835, 136.961,2021-02-08T01,10005,fossil0222,fossil_Hekinan_powerplant
1007,  35.031, 136.867,2021-10-23T03,13985,fossil0222,fossil_Hekinan_powerplant
1008,  35.023, 137.205,2021-11-29T05,14559,fossil0222,fossil_Hekinan_powerplant
1009,  35.031, 136.867,2022-02-25T01,15920,fossil0222,fossil_Hekinan_powerplant
1010,  35.023, 137.205,2022-03-29T05,16418,fossil0222,fossil_Hekinan_powerplant
1011,  35.031, 136.867,2022-04-12T07,16636,fossil0222,fossil_Hekinan_powerplant
1012,  35.023, 137.205,2022-06-10T00,17546,fossil0222,fossil_Hekinan_powerplant
1013,  35.031, 136.867,2022-06-16T05,17642,fossil0222,fossil_Hekinan_powerplant
1014,  35.023, 137.205,2022-09-28T05,19253,fossil0222,fossil_Hekinan_powerplant
1015,  35.031, 136.867,2022-10-12T06,19471,fossil0222,fossil_Hekinan_powerplant
1016,  35.023, 137.205,2022-12-02T03,20259,fossil0222,fossil_Hekinan_powerplant
1017,  35.031, 136.867,2022-12-20T03,20538,fossil0222,fossil_Hekinan_powerplant
1018,  35.023, 137.205,2023-02-01T03,21204,fossil0222,fossil_Hekinan_powerplant
1019,  35.031, 136.867,2023-02-15T05,21422,fossil0222,fossil_Hekinan_powerplant
1020,  35.023, 137.205,2023-03-27T05,22042,fossil0222,fossil_Hekinan_powerplant
1021,  35.031, 136.867,2023-04-14T06,22321,fossil0222,fossil_Hekinan_powerplant
1022,  35.023, 137.205,2023-05-31T04,23048,fossil0222,fossil_Hekinan_powerplant
1023, -26.088,  28.969,2021-03-14T14,10540,fossil0223,fossil_Kendal_powerplant
1024,  22.400,  82.695,2021-11-22T10,14454,fossil0224,fossil_Korba_powerplant
1025,  35.502, 129.303,2021-08-31T00,13163,fossil0225,fossil_Tropomi_2_powerplant
1026,  35.660, 129.092,2021-10-26T02,14031,fossil0225,fossil_Tropomi_2_powerplant
1027,  35.442, 129.107,2021-12-02T04,14605,fossil0225,fossil_Tropomi_2_powerplant
1028,  35.660, 129.092,2022-03-03T23,16027,fossil0225,fossil_Tropomi_2_powerplant
1029,  35.442, 129.107,2022-04-05T03,16525,fossil0225,fossil_Tropomi_2_powerplant
1030,  28.696,  48.334,2021-09-01T05,13182,fossil0226,fossil_Az_Zour_powerplant
1031,  28.483,  48.114,2022-01-25T11,15446,fossil0226,fossil_Az_Zour_powerplant
1032,  28.596,  48.234,2022-02-13T12,15741,fossil0226,fossil_Az_Zour_powerplant
1033,  28.483,  48.114,2022-04-08T07,16574,fossil0226,fossil_Az_Zour_powerplant
1034,  28.596,  48.234,2022-05-01T06,16930,fossil0226,fossil_Az_Zour_powerplant
1035,  28.483,  48.114,2022-05-20T14,17229,fossil0226,fossil_Az_Zour_powerplant
1036,  28.596,  48.234,2022-06-12T13,17585,fossil0226,fossil_Az_Zour_powerplant
1037,  28.483,  48.114,2022-06-16T03,17641,fossil0226,fossil_Az_Zour_powerplant
1038,  28.596,  48.234,2022-08-12T13,18530,fossil0226,fossil_Az_Zour_powerplant
1039,  28.483,  48.114,2022-08-16T03,18586,fossil0226,fossil_Az_Zour_powerplant
1040,  28.596,  48.234,2022-10-27T07,19704,fossil0226,fossil_Az_Zour_powerplant
1041,  28.483,  48.114,2022-11-23T12,20125,fossil0226,fossil_Az_Zour_powerplant
1042,  28.596,  48.234,2023-04-18T10,22386,fossil0226,fossil_Az_Zour_powerplant
1043,  34.899, 127.763,2021-10-17T06,13894,fossil0227,fossil_Gwangyang_powerplant
1044,  35.013, 127.615,2023-03-01T00,21636,fossil0227,fossil_Gwangyang_powerplant
1045,  38.562, -90.836,2022-01-31T19,15544,fossil0228,fossil_Labadie_powerplant
1046,  36.391, -87.654,2022-01-28T20,15498,fossil0229,fossil_Cumberland_powerplant
1047,  38.699, -83.816,2022-02-13T20,15746,fossil0230,fossil_Spurlock_powerplant
1048,  44.389,-105.462,2022-02-03T20,15591,fossil0231,fossil_Dry_Fork_Station_powerplant
1049,  49.057,-105.482,2022-02-04T21,15607,fossil0232,fossil_Poplar_River_powerplant
1050,  46.525, -84.368,2022-04-01T20,16474,fossil0233,fossil_Algoma_Steel
1051,  39.514,-112.575,2022-11-29T21,20224,fossil0235,fossil_Intermountain_powerplant
1052,  30.082,  31.284,2022-05-21T14,17245,fossil0236,fossil_Cairo_Egypt
1053,  29.471, -95.280,2022-06-04T17,17464,fossil0237,fossil_Houston_GeoCarb_USA
1054,  29.692, -95.214,2022-06-12T22,17591,fossil0237,fossil_Houston_GeoCarb_USA
1055,  29.471, -95.280,2022-06-16T13,17647,fossil0237,fossil_Houston_GeoCarb_USA
1056,  29.692, -95.214,2022-06-16T21,17652,fossil0237,fossil_Houston_GeoCarb_USA
1057,  29.471, -95.280,2022-07-20T23,18180,fossil0237,fossil_Houston_GeoCarb_USA
1058,  29.692, -95.214,2022-08-12T22,18536,fossil0237,fossil_Houston_GeoCarb_USA
1059,  29.471, -95.280,2022-09-22T22,19171,fossil0237,fossil_Houston_GeoCarb_USA
1060,  29.692, -95.214,2022-10-23T18,19649,fossil0237,fossil_Houston_GeoCarb_USA
1061,  48.572, -81.369,2022-06-19T13,17694,fossil0238,fossil_Timmins_Canada
1062,   2.146, -59.006,2019-08-07T13,01479,sif_atto,sif_ATTO_Tower_Manaus_Brazil
1063,  -2.146, -59.005,2020-08-19T20,07338,sif_atto_2,sif_ATTO_Tower_Manaus_Brazil_correct
1064,   9.104, -79.796,2023-03-23T19,21989,sif_barro_colorado,sif_Barro_Colorado_Panama
1065,  18.210, -66.870,2023-03-20T20,21943,sif_guanika,sif_Guanika_Peurto_Rico
1066,  42.538, -72.172,2020-02-18T18,04503,sif_hrv,sif_Harvard_Forest_USA
1067,  31.807, 119.217,2020-02-03T04,04262,sif_jro,sif_Jurong_Korea
1068,  -2.605, -60.207,2023-04-08T11,22232,sif_k34,sif_k34_Brazil
1069,  -2.853, -54.956,2023-04-05T12,22186,sif_k67,sif_k67_Brazil
1070,   4.107, 114.097,2023-03-24T06,21996,sif_lambir,sif_Lambir_Malaysia
1071,   4.006, 114.197,2023-04-25T05,22491,sif_lambir,sif_Lambir_Malaysia
1072,   4.107, 114.097,2023-05-28T04,23002,sif_lambir,sif_Lambir_Malaysia
1073,  10.433, -84.021,2019-09-23T21,02212,sif_laselva,sif_La_Selva_Costa_Rica
1074,  41.165, -96.455,2020-05-28T22,06054,sif_mead,sif_Mead_Cluster_USA
1075,  35.438,-106.238,2019-10-05T19,02397,sif_mpj,sif_Pinyon_Juniper_USA
1076,  38.744, -92.200,2020-04-17T14,05414,sif_mzo,sif_Ozark_USA
1077,  40.033,-105.546,2019-10-15T16,02550,sif_niwot,sif_Niwot_Ridge_Colorado_USA
1078,  34.985, -97.522,2020-04-13T15,05353,sif_oko,sif_KAEFS_USA
1079,   2.986, 102.316,2023-04-03T03,22149,sif_pasoh,sif_Pasoh_Malaysia
1080,  31.821,-110.840,2020-02-08T18,04348,sif_santarita,sif_Santa_Rita_Cluster_USA
1081,  34.520, 115.589,2020-04-15T08,05379,sif_shq,sif_shq
1082,  45.560, -84.714,2019-10-13T16,02519,sif_umb,sif_University_of_Michigan_USA
1083,  37.923, -78.274,2019-10-13T15,02518,sif_uva,sif_University_of_Virginia_USA
1084,  36.624, 126.373,2019-10-08T03,02433,tccon100,val_anmyeondoKo
1085,  -7.947, -14.387,2019-12-06T10,03352,tccon101,val_ascensionIsland
1086,  34.958,-117.882,2019-12-24T20,03637,tccon102,val_drydenCA
1087,  53.104,   8.849,2020-04-25T08,05534,tccon104,val_bremenDe
1088,  18.532, 120.649,2019-10-10T01,02463,tccon105,val_burgosPh
1089,  34.123,-118.073,2019-10-07T19,02428,tccon106,val_caltechCA
1090, -12.375, 130.917,2019-10-08T00,02431,tccon107,val_darwinAu
1091,  28.297, -16.518,2019-10-13T10,02515,tccon112,val_izanaTenerifeEs
1092,  49.100,   8.438,2020-02-20T10,04529,tccon113,val_karlsruheDe
1093,  36.604, -97.485,2019-10-06T19,02412,tccon114,val_lamontOK
1094, -45.002, 169.685,2019-09-20T01,02153,tccon115,val_lauderNz
1095,  47.965,   2.112,2019-08-08T13,01494,tccon122,val_orleansFr
1096,  48.846,   2.356,2019-10-07T13,02424,tccon123,val_parisFr
1097,  45.945, -90.273,2019-10-08T19,02443,tccon124,val_parkFallsWI
1098, -20.901,  55.485,2019-09-14T04,02062,tccon127,val_reunionIsland
1099,  43.452, 143.700,2019-10-09T02,02448,tccon128,val_rikubetsuJp
1100,  33.241, 130.288,2019-08-06T04,01457,tccon130,val_sagaJp
1101,  36.051, 140.122,2019-08-07T03,01472,tccon134,val_tsukubaJp
1102, -34.451, 150.854,2019-09-21T04,02170,tccon135,val_wollongongAu
1103,  35.040,  33.060,2019-08-06T10,01461,tccon136,val_cyprus
1104,  27.809, -97.406,2019-12-26T18,03667,texmex001,campaign_texmex_corpus_christi
1105,  28.010, -97.610,2021-10-30T16,14102,texmex001,campaign_texmex_corpus_christi
1106,  27.879, -97.466,2021-11-23T22,14477,texmex001,campaign_texmex_corpus_christi
1107,  28.010, -97.610,2022-01-01T15,15077,texmex001,campaign_texmex_corpus_christi
1108,  29.004, -95.410,2019-10-08T17,02442,texmex002,campaign_texmex_freeport
1109,  29.209, -95.626,2023-05-03T14,22621,texmex002,campaign_texmex_freeport
1110,  29.954, -93.988,2020-02-23T19,04581,texmex003,campaign_texmex_port_arthur
1111,  30.072, -94.116,2021-11-04T13,14178,texmex003,campaign_texmex_port_arthur
1112,  30.125, -93.316,2020-06-12T15,06282,texmex004,campaign_texmex_lake_charles
1113,  35.299,-101.740,2019-10-13T16,02519,texmex005,campaign_texmex_harrington_station
1114,  29.909, -96.752,2020-04-06T17,05246,texmex006,campaign_texmex_fayette_station
1115,  29.493, -95.683,2020-02-19T20,04520,texmex007,campaign_texmex_WA_parish_station
1116,  31.594, -96.145,2019-10-11T16,02488,texmex008,campaign_texmex_limestone_big_brown_stations
1117,  32.343, -94.532,2020-02-16T21,04474,texmex009,campaign_texmex_martin_lake_pirkey_stations
1118,  30.433, -91.172,2020-03-03T15,04718,texmex010,campaign_texmex_baton_rouge
1119,  30.303, -91.172,2020-07-25T22,06952,texmex010,campaign_texmex_baton_rouge
1120,  32.740, -97.411,2019-10-07T18,02427,texmex012,campaign_texmex_fort_worth
1121,  36.102,-102.132,2019-12-05T19,03342,texmex016,campaign_texmex_amarillo_north02
1122,  31.565,-103.360,2019-10-10T17,02473,texmex019,campaign_texmex_permian01d
1123,  33.001,-102.197,2019-12-02T20,03296,texmex021,campaign_texmex_permian02b
1124,  31.185, -96.485,2020-08-13T23,07247,texmex024,campaign_texmex_oakgrove_powerplant
1125,  39.175,-111.029,2020-07-31T22,07045,texmex025,campaign_texmex_hunters_powerplant
1126,  31.395, -92.716,2020-07-28T21,06998,texmex026,campaign_texmex_brame_powerplant
1127,  36.801,-108.442,2020-07-28T22,06999,texmex027,campaign_texmex_sanjuan_powerplant
1128,  40.463,-107.591,2020-10-16T21,08237,texmex028,campaign_texmex_craig_powerplant
1129,  39.912, 104.242,2021-02-05T05,09961,val001,validation_eastern_colorado
1130,  39.912,-104.242,2021-04-06T19,10899,val001,validation_eastern_colorado
1131,  43.565,   1.502,2022-07-24T17,18238,val002,val_Toulouse_France
1132, -22.990, -67.739,2022-12-21T20,20564,val003_TAO,val_Tokyo_Atacama_Observatory
1133,  22.966,  88.527,2023-04-06T04,22196,val004,val_Kolkata_Vertex70_site
1134, -16.250, 168.120,2019-09-13T20,02057,volcano0001,v257040_Ambrym
1135,  19.023, -98.622,2020-05-10T13,05770,volcano0002,v341090_Popocatepetl
1136,  37.730,  15.000,2020-02-08T10,04343,volcano0003,v211060_Etna
1137,  -7.560, 110.440,2020-02-03T03,04261,volcano0004,v263250_Merapi
1138,  19.420,-155.290,2019-10-11T19,02490,volcano0005,v332010_Kilauea_Hawaii
1139,  19.540,-155.390,2021-11-04T18,14181,volcano0005,v332010_Kilauea_Hawaii
1140,  19.424,-155.287,2022-01-21T02,15378,volcano0005,v332010_Kilauea_Hawaii
1141,  19.540,-155.390,2022-02-18T01,15811,volcano0005,v332010_Kilauea_Hawaii
1142,  19.424,-155.287,2022-04-11T18,16628,volcano0005,v332010_Kilauea_Hawaii
1143,  19.540,-155.390,2022-05-01T20,16939,volcano0005,v332010_Kilauea_Hawaii
1144,  19.424,-155.287,2022-05-20T03,17222,volcano0005,v332010_Kilauea_Hawaii
1145,  19.540,-155.390,2022-06-13T03,17594,volcano0005,v332010_Kilauea_Hawaii
1146,  19.424,-155.287,2022-07-20T03,18167,volcano0005,v332010_Kilauea_Hawaii
1147,  19.540,-155.390,2022-08-13T03,18539,volcano0005,v332010_Kilauea_Hawaii
1148,  19.424,-155.287,2022-09-19T02,19112,volcano0005,v332010_Kilauea_Hawaii
1149,  19.540,-155.390,2022-10-31T19,19774,volcano0005,v332010_Kilauea_Hawaii
1150,  19.424,-155.287,2022-11-23T01,20118,volcano0005,v332010_Kilauea_Hawaii
1151,  19.540,-155.390,2023-04-15T02,22334,volcano0005,v332010_Kilauea_Hawaii
1152,  19.424,-155.287,2023-05-18T03,22846,volcano0005,v332010_Kilauea_Hawaii
1153,  38.788,  15.215,2019-10-12T09,02499,volcano0006,v211040_Stromboli
1154, -15.400, 167.830,2019-11-28T01,03222,volcano0007,v257030_Aoba_Ambae
1155, -39.420, -71.930,2019-09-13T14,02053,volcano0008,v357120_Villarrica
1156,  19.480,-155.610,2020-02-20T01,04523,volcano0009,v332020_Mauna_Loa_Hawaii
1157,  -5.050, 151.330,2019-09-25T04,02232,volcano0010,v252120_Ulawun
1158,  -5.292, 151.502,2021-12-18T06,14854,volcano0010,v252120_Ulawun
1159,  -5.110, 151.390,2022-01-15T06,15288,volcano0010,v252120_Ulawun
1160,  -5.292, 151.502,2022-02-18T05,15814,volcano0010,v252120_Ulawun
1161,  -5.110, 151.390,2022-05-18T06,17193,volcano0010,v252120_Ulawun
1162,  -5.292, 151.502,2022-09-01T00,18832,volcano0010,v252120_Ulawun
1163,  -5.110, 151.390,2022-09-17T05,19083,volcano0010,v252120_Ulawun
1164,  -5.292, 151.502,2022-11-01T00,19777,volcano0010,v252120_Ulawun
1165,  -5.110, 151.390,2022-11-17T05,20028,volcano0010,v252120_Ulawun
1166,  -5.292, 151.502,2023-01-04T23,20783,volcano0010,v252120_Ulawun
1167,  -5.110, 151.390,2023-01-17T05,20973,volcano0010,v252120_Ulawun
1168,  13.260,  13.260,2020-05-08T07,05735,volcano0011,v273030_Mayon
1169,  10.025, -83.767,2020-02-08T14,04346,volcano0012,v345070_Turrialba
1170, -21.231,  55.713,2019-09-23T10,02205,volcano0013,v233020_Piton_de_la_Fournaise_Reunion
1171, -21.098,  55.518,2021-10-25T11,14021,volcano0013,v233020_Piton_de_la_Fournaise_Reunion
1172, -21.161,  55.643,2021-11-19T10,14408,volcano0013,v233020_Piton_de_la_Fournaise_Reunion
1173,  32.880, 131.110,2021-06-06T03,11833,volcano0014,v282110_Aso
1174,  14.470, -90.880,2019-10-07T16,02426,volcano0015,v342090_Fuego
1175,  -4.271, 152.203,2019-11-28T03,03223,volcano0016,v252140_Rabaul_Tarvurvur
1176,  -4.431, 152.162,2021-10-28T02,14062,volcano0016,v252140_Rabaul_Tarvurvur
1177,  -4.517, 152.029,2022-08-02T23,18382,volcano0016,v252140_Rabaul_Tarvurvur
1178,  -4.431, 152.162,2022-08-17T06,18603,volcano0016,v252140_Rabaul_Tarvurvur
1179, -15.795, -71.860,2019-10-06T14,02409,volcano0017,v354006_Sabancaya
1180,  31.585, 130.657,2020-04-29T02,05592,volcano0018,v282080_Sakurajima
1181,  14.008, 120.994,2019-12-25T05,03643,volcano0019,v273070_Taal
1182,  -1.520,  29.250,2019-10-09T07,02451,volcano0020,v223030_Nyiragongo
1183,  -6.100, 105.420,2020-05-30T05,06074,volcano0021,v262000_Krakatau_Anak_Krakatau
1184,  37.631,-119.032,2020-08-31T16,07522,volcano0022,v323150_Mammoth_Mountain_LVC
1185, -37.520, 177.181,2019-09-15T20,02088,volcano0023,v241040_White_Island
1186, -19.532, 169.447,2019-09-22T03,02185,volcano0024,v257100_Yasur
1187,  40.827,  14.139,2020-02-03T12,04267,volcano0025,v2110010_Campi_Flegrei_and_Pisciarelli
1188, -16.340, -70.900,2019-10-10T12,02470,volcano0026,v354020_Ubinas
1189,  -4.080, 145.040,2019-10-08T23,02446,volcano0027,v251020_Manam
1190,   4.895, -75.322,2020-02-19T20,04520,volcano0028,v351020_Nevado_del_Ruiz
1191,  11.980, -86.160,2019-11-30T18,03264,volcano0029,v344100_Masaya
1192,  -7.940, 112.950,2019-10-08T01,02432,volcano0030,v263310_Bromo
1193,  -8.340, 115.510,2019-09-23T07,02203,volcano0031,v264020_Agung
1194,  38.404,  14.962,2020-06-28T09,06526,volcano0032,v211050_Vulcano
1195,  -2.764,  35.914,2020-02-29T10,04668,volcano0033,v222120_Oldoinyo_Lengai
1196,  10.200, -84.233,2020-04-03T17,05199,volcano0034,v345040_Poas
1197, -39.280, 175.570,2019-09-14T21,02073,volcano0035,v241100_Ruapehu
1198,  44.400, 110.700,2019-10-07T05,02419,volcano0036,v325010_Yellowstone
1199,  44.400,-110.700,2021-06-18T20,12030,volcano0036,v325010_Yellowstone
1200,  -0.370, -91.550,2019-09-23T21,02212,volcano0037,v353010_Fernandina_Galapagos
1201,  13.600,  40.670,2019-10-09T07,02451,volcano0038,v221080_Erta_Ale
1202,   1.680, 127.880,2019-09-24T06,02218,volcano0039,v268010_Dukono
1203, -37.860, -71.160,2020-02-25T21,04613,volcano0040,v357090_Copahue
1204,  14.382, -90.601,2019-12-25T19,03652,volcano0041,v342110_Pacaya
1205,  19.275,-154.910,2020-09-29T23,07975,volcano0042,v332010_East_Rift_Zone_Hawaii
1206,  19.381,-154.998,2021-10-31T20,14120,volcano0042,v332010_East_Rift_Zone_Hawaii
1207,  36.400, 138.530,2020-04-23T03,05500,volcano0043,v283110_Asama
1208,  14.757, -91.552,2019-12-21T21,03591,volcano0044,v342030_Santiaguito_Santa_Maria
1209,  41.980, 128.080,2019-10-07T04,02418,volcano0045,v305060_Changbaishan_CN_Baekdusan_Paekdusan_NK
1210,   4.211,   9.175,2019-10-13T07,02513,volcano0046,v224010_Mt._Cameroon
1211,   4.350,   9.274,2021-11-24T13,14487,volcano0046,v224010_Mt._Cameroon
1212,   4.207,   9.178,2021-12-19T14,14875,volcano0046,v224010_Mt._Cameroon
1213,   4.350,   9.274,2022-01-18T15,15340,volcano0046,v224010_Mt._Cameroon
1214,   4.207,   9.178,2022-02-15T15,15774,volcano0046,v224010_Mt._Cameroon
1215,   4.350,   9.274,2022-04-05T09,16529,volcano0046,v224010_Mt._Cameroon
1216,   4.207,   9.178,2022-04-29T11,16902,volcano0046,v224010_Mt._Cameroon
1217,   4.350,   9.274,2022-05-21T14,17245,volcano0046,v224010_Mt._Cameroon
1218,   4.207,   9.178,2022-08-29T10,18792,volcano0046,v224010_Mt._Cameroon
1219,   4.350,   9.274,2022-10-01T10,19303,volcano0046,v224010_Mt._Cameroon
1220,   4.207,   9.178,2022-10-29T10,19737,volcano0046,v224010_Mt._Cameroon
1221,   4.350,   9.274,2022-12-05T08,20309,volcano0046,v224010_Mt._Cameroon
1222,  -0.830, -91.170,2020-03-22T21,05016,volcano0047,v353050_Sierra_Negra
1223,  -1.408,  29.200,2020-01-08T07,03861,volcano0048,v223020_Nyamuragira
1224,   6.437,  10.298,2019-10-09T08,02452,volcano0049,v224030_Oku_Volcanic_Field_Lake_Nyos
1225,  -7.930, 112.310,2020-02-25T07,04604,volcano0050,v263280_Kelut
1226,  -6.090, 155.230,2019-10-10T21,02476,volcano0051,v255020_Bagana
1227,  12.423, -86.539,2020-05-31T18,06098,volcano0052,v344090_Momotombo
1228,  29.635, 129.716,2019-10-06T03,02402,volcano0053,v282030_Suwanosejima_Marianas
1229,  30.789, 130.308,2019-12-25T04,03642,volcano0054,v282060_Satsuma-Iwojima_Kikai
1230,  13.370,  41.700,2019-09-24T12,02222,volcano0055,v221101_Nabro
1231,   3.170,  98.391,2019-09-23T09,02204,volcano0056,v261080_Sinabung
1232,  -1.700, 101.260,2020-02-20T09,04528,volcano0058,v261170_Kerinci
1233,   1.360, 124.790,2019-10-09T01,02447,volcano0059,v266100_Lokon-Empung_Sulawesi
1234, -16.294, -71.409,2020-01-13T12,03942,volcano0060,v354010_Misti
1235,   0.826, -77.964,2020-08-20T21,07354,volcano0061,v351110_Chiles-Cerro_Negro
1236,   1.113, 124.734,2020-06-01T03,06104,volcano0062,v266030_Soputan
1237,  34.094, 139.526,2019-10-07T02,02417,volcano0063,v284040_Miyake-jima_Marianas
